Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual_New_General,2024_Actual_Automatic,2024_Actual_Total,2025_Program_New_General,2025_Program_Automatic,2025_Program_Total,2026_GAA_New_General,2026_GAA_Automatic,2026_GAA_Total,Page_No
Department of Agriculture (DA),Maintenance and Other Operating Services,Professional Services,None,5211756,24808,5236564,5431454,12397,5443851,6335227,3713,6338940,12
Department of Agriculture (DA),Maintenance and Other Operating Services,General Services,None,601330,0,601330,514246,110,514356,604437,0,604437,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Repairs and Maintenance,None,1259842,3001,1262843,1028467,8727,1037194,1773741,1509,1775250,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,33224962,4020,33228982,10912211,250000,11162211,18591580,25000,18616580,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,176120,9544,185664,178557,0,178557,182080,0,182080,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Labor and Wages,None,775722,4635,780357,860184,6002,866186,894244,1038,895282,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,13023,0,13023,13167,0,13167,13886,0,13886,12
Department of Agriculture (DA),Maintenance and Other Operating Services,Advertising Expenses,None,137933,3739,141672,162659,190,162849,157361,0,157361,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Printing and Publication Expenses,None,87825,6953,94778,141758,1280,143038,189310,1275,190585,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Representation Expenses,None,390809,3285,394094,485684,1291,486975,510413,1000,511413,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,27562,190,27752,34798,0,34798,25794,60,25854,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Rent/Lease Expenses,None,212036,3484,215520,339589,298,339887,306460,184,306644,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,6167,0,6167,6139,0,6139,6033,0,6033,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Subscription Expenses,None,337022,1110,338132,206497,1200,207697,213715,150,213865,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Donations,None,1953297,54573,2007870,4717274,7805,4725079,14263118,10000,14273118,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Legal Defense Expense,None,697,0,697,0,0,0,0,0,0,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Bank Transaction Fee,None,673,3,676,1019,0,1019,985,0,985,13
Department of Agriculture (DA),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,1992891,28667,2021558,2983608,3167,2986775,3702505,11453,3713958,13
Department of Agriculture (DA),Capital Outlays,Land Improvements Outlay,None,152517,0,152517,541809,0,541809,505084,0,505084,13
Department of Agriculture (DA),Capital Outlays,Infrastructure Outlay,None,8725296,255728,8981024,36288719,0,36288719,44216185,0,44216185,13
Department of Agriculture (DA),Capital Outlays,Buildings and Other Structures,None,2781656,0,2781656,5727598,19500,5747098,8490877,0,8490877,13
Department of Agriculture (DA),Capital Outlays,Machinery and Equipment Outlay,None,8712447,3479757,12192204,11127677,11685,11139362,13672808,2157,13674965,13
Department of Agriculture (DA),Capital Outlays,Transportation Equipment Outlay,None,1035969,1319233,2355202,615665,0,615665,1289629,0,1289629,13
Department of Agriculture (DA),Capital Outlays,Furniture Fixtures and Books Outlay,None,22427,0,22427,47501,0,47501,82655,0,82655,13
Department of Agriculture (DA),Capital Outlays,Other Property Plant and Equipment Outlay,None,11454,650,12104,34737,0,34737,13843,0,13843,13
Department of Agriculture (DA),Capital Outlays,Loans Outlay,None,2750000,0,2750000,3750000,62442,3812442,5100000,0,5100000,13
Department of Agriculture (DA),Capital Outlays,Biological Assets Outlay,None,857373,0,857373,547344,4500,551844,2150649,0,2150649,13
Department of Agriculture (DA),Capital Outlays,Intangible Assets Outlay,None,46021,0,46021,85668,0,85668,24088,0,24088,13
Department of Budget and Management (DBM),Other Compensation Common to All,Personnel Economic Relief Allowance,None,27772,0,27772,26520,0,26520,29160,0,29160,14
Department of Budget and Management (DBM),Other Compensation Common to All,Representation Allowance,None,20207,0,20207,14022,0,14022,15564,0,15564,14
Department of Budget and Management (DBM),Other Compensation Common to All,Transportation Allowance,None,15368,0,15368,14022,0,14022,15492,0,15492,14
Department of Budget and Management (DBM),Other Compensation Common to All,Clothing and Uniform Allowance,None,8144,0,8144,7735,0,7735,8505,0,8505,14
Department of Budget and Management (DBM),Other Compensation Common to All,Honoraria,None,702,0,702,4922,0,4922,4383,0,4383,14
Department of Budget and Management (DBM),Other Compensation Common to All,Overtime Pay,None,37234,0,37234,0,0,0,0,0,0,14
Department of Budget and Management (DBM),Other Compensation Common to All,Year End Bonus,None,63978,0,63978,58508,0,58508,72735,0,72735,14
Department of Budget and Management (DBM),Other Compensation Common to All,Mid-Year Bonus Civilian,None,61249,0,61249,58508,0,58508,72735,0,72735,14
Department of Budget and Management (DBM),Other Compensation Common to All,Cash Gift,None,5819,0,5819,5525,0,5525,6075,0,6075,14
Department of Budget and Management (DBM),Other Compensation Common to All,Productivity Enhancement Incentive,None,5773,0,5773,5525,0,5525,6075,0,6075,14
Department of Budget and Management (DBM),Other Compensation Common to All,Step Increment,None,0,0,0,1755,0,1755,2181,0,2181,14
Department of Budget and Management (DBM),Other Compensation Common to All,Performance Based Bonus,None,33324,0,33324,0,0,0,0,0,0,14
Department of Budget and Management (DBM),Other Compensation Common to All,Collective Negotiation Agreement,None,37638,0,37638,0,0,0,0,0,0,14
Department of Budget and Management (DBM),Other Compensation for Specific Groups,Other Personnel Benefits,None,53040,0,53040,30170,0,30170,37841,0,37841,14
Department of Budget and Management (DBM),Other Benefits,Retirement and Life Insurance Premiums,None,0,97339,97339,0,84252,84252,0,104740,104740,14
Department of Budget and Management (DBM),Other Benefits,PAG-IBIG Contributions,None,2671,0,2671,2653,0,2653,2916,0,2916,14
Department of Budget and Management (DBM),Other Benefits,PhilHealth Contributions,None,17875,0,17875,16591,0,16591,20232,0,20232,14
Department of Budget and Management (DBM),Other Benefits,Employees Compensation Insurance Premiums,None,1432,0,1432,1327,0,1327,1457,0,1457,14
Department of Budget and Management (DBM),Other Benefits,Terminal Leave,None,19879,0,19879,11164,0,11164,9269,0,9269,14
Department of Budget and Management (DBM),Other Benefits,Loyalty Award Civilian,None,405,0,405,365,0,365,1045,0,1045,14
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Travelling Expenses,None,47861,0,47861,110756,0,110756,90327,0,90327,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,112000,0,112000,131971,0,131971,118132,0,118132,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,48381,0,48381,85221,0,85221,110073,0,110073,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Utility Expenses,None,47273,0,47273,63883,0,63883,68774,0,68774,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Communication Expenses,None,28824,0,28824,41879,0,41879,43414,0,43414,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,17,0,17,0,0,0,100,0,100,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Professional Services,None,97576,0,97576,138178,0,138178,102138,0,102138,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,General Services,None,95943,0,95943,109033,0,109033,122713,0,122713,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Repairs and Maintenance,None,43828,0,43828,85431,0,85431,90883,0,90883,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,16177,0,16177,20291,0,20291,21967,0,21967,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,6970,0,6970,7536,0,7536,8020,0,8020,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Advertising Expenses,None,5598,0,5598,8265,0,8265,7699,0,7699,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Printing and Publication Expenses,None,27500,0,27500,30919,0,30919,31260,0,31260,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Representation Expenses,None,22697,0,22697,26995,0,26995,29329,0,29329,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,19,0,19,59,0,59,59,0,59,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Rent/Lease Expenses,None,11706,0,11706,13008,0,13008,48654,0,48654,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,0,0,0,15,0,15,0,0,0,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Subscription Expenses,None,389149,0,389149,951544,0,951544,1053079,0,1053079,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Bank Transaction Fee,None,21,0,21,12,0,12,17,0,17,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,13765,0,13765,23727,0,23727,22255,0,22255,15
Department of Budget and Management (DBM),Capital Outlays,Land Improvements Outlay,None,4951,0,4951,2487,0,2487,10000,0,10000,16
Department of Budget and Management (DBM),Capital Outlays,Infrastructure Outlay,None,0,0,0,27594,0,27594,14530,0,14530,16
Department of Budget and Management (DBM),Capital Outlays,Buildings and Other Structures,None,41615,0,41615,59846,0,59846,72199,0,72199,16
Department of Budget and Management (DBM),Capital Outlays,Machinery and Equipment Outlay,None,134042,0,134042,67506,0,67506,79722,0,79722,16
Department of Budget and Management (DBM),Capital Outlays,Transportation Equipment Outlay,None,9764,0,9764,22795,0,22795,19978,0,19978,16
Department of Budget and Management (DBM),Capital Outlays,Furniture Fixtures and Books Outlay,None,5805,0,5805,19625,0,19625,2296,0,2296,16
Department of Budget and Management (DBM),Capital Outlays,Other Property Plant and Equipment Outlay,None,1343,0,1343,500,0,500,0,0,0,16
Department of Budget and Management (DBM),Capital Outlays,Intangible Assets Outlay,None,0,0,0,8000,0,8000,820,0,820,16
Department of Education (DepEd),Salaries and other Lump-sums,Basic Salary,None,396116740,0,396116740,375719686,0,375719686,449883059,0,449883059,16
Department of Education (DepEd),Salaries and other Lump-sums,Creation of New Positions,None,0,0,0,3810065,0,3810065,15393163,0,15393163,16
Department of Education (DepEd),Salaries and other Lump-sums,Reclassification of Positions,None,0,0,0,6183433,0,6183433,6148433,0,6148433,16
Department of Education (DepEd),Other Compensation Common to All,Personnel Economic Relief Allowance,None,23544933,0,23544933,23614560,0,23614560,24442548,0,24442548,16
Department of Education (DepEd),Other Compensation Common to All,Representation Allowance,None,101209,0,101209,90708,0,90708,93930,0,93930,16
Department of Education (DepEd),Other Compensation Common to All,Transportation Allowance,None,84511,0,84511,88014,0,88014,91140,0,91140,16
Department of Education (DepEd),Other Compensation Common to All,Clothing and Uniform Allowance,None,6624937,0,6624937,6887587,0,6887587,7129087,0,7129087,16
Department of Education (DepEd),Other Compensation Common to All,Honoraria,None,107086,0,107086,484602,0,484602,1740657,0,1740657,16
Department of Education (DepEd),Other Compensation Common to All,Overtime Pay,None,130371,0,130371,0,0,0,1000000,0,1000000,16
Department of Education (DepEd),Other Compensation Common to All,Year End Bonus,None,32426780,0,32426780,31309908,0,31309908,37490240,0,37490240,16
Department of Education (DepEd),Other Compensation Common to All,Mid-Year Bonus Civilian,None,31867097,0,31867097,31309908,0,31309908,37490240,0,37490240,16
